,ndcItem,ndc9,ndc10,rxcui,splSetIdItem
7296,56062014165,56062-141,56062-141-65,199047,a3ba9983-6747-45b2-b270-4ac1fb9d6e40
7297,75127000101,75127-001,75127-001-01,1038558,a3eaed65-9d95-4a99-e053-2995a90a9965
7305,68071524200,68071-5242,68071-5242-0,312615,a40c8a01-3aee-8ee8-e053-2a95a90a3560
7314,76348050102,76348-501,76348-501-02,1598066,a40ee66b-bd19-3c61-e053-2a95a90a18a3
7315,89156000000,89156-000,89156-000-00,797544,a424b431-bf9c-4025-92a7-9d0b8a934c36
7316,69842024305,69842-243,69842-243-05,420222,a44cec95-822a-40b6-e053-2995a90ae31c
7317,71209008201,71209-082,71209-082-01,1490065,a46bcc4f-f63d-4200-836d-a653a3c616db
7321,70069001101,70069-011,70069-011-01,1731582,a46c5ec1-a1b4-46fc-9b37-8da7f0c983d6
7323,70069001201,70069-012,70069-012-01,1731590,a46c5ec1-a1b4-46fc-9b37-8da7f0c983d6
7325,70069001301,70069-013,70069-013-01,238212,a46c5ec1-a1b4-46fc-9b37-8da7f0c983d6
7327,70069001401,70069-014,70069-014-01,238212,a46c5ec1-a1b4-46fc-9b37-8da7f0c983d6
7329,69484005315,69484-053,69484-053-15,245593,a481e755-6a82-4634-9aa6-bfc7325ccd2c
7330,75644000201,75644-002,75644-002-01,2361844,a48ad738-1c1b-43dc-e053-2a95a90a9aba
7333,73760000201,73760-002,73760-002-01,1038558,a4a6de6a-f54e-0064-e053-2995a90ad737
7334,73788010101,73788-101,73788-101-01,581660,a4aa48ca-9edb-665a-e053-2995a90a81c3
7335,69420100101,69420-1001,69420-1001-1,828299,a4ae481f-9e47-470a-b4d1-5a33c0df8761
7338,24208081425,24208-814,24208-814-25,861420,a4d03de7-06b7-4cfc-9d1b-616969df209c
7339,24208081605,24208-816,24208-816-05,861422,a4d03de7-06b7-4cfc-9d1b-616969df209c
7340,77211000101,77211-001,77211-001-01,581662,a4e8ad42-7aa7-3d66-e053-2a95a90a267f
7348,68071162706,68071-1627,68071-1627-6,106387,a4ebb643-50ee-557f-e053-2995a90a2574
7349,64380023001,64380-230,64380-230-01,884535,a5189425-b9a4-459d-bb0b-c61f8f2108b6
7350,64380023101,64380-231,64380-231-01,884520,a5189425-b9a4-459d-bb0b-c61f8f2108b6
7351,64380023201,64380-232,64380-232-01,884532,a5189425-b9a4-459d-bb0b-c61f8f2108b6
7352,49035059238,49035-592,49035-592-38,1052760,a526d804-ac60-4251-90cc-da09af4dcd1c
7353,00472015015,0472-0150,0472-0150-15,1053753,a5420636-bb42-467c-9236-5ac8b9ee735c
7359,00093101042,0093-1010,0093-1010-42,106346,a543797a-2c1c-4ea3-bd6c-227a784f92d9
7360,76420013705,76420-137,76420-137-05,310467,a54e5c95-609d-4d66-9573-5d1ac78fa58f
7361,72888009400,72888-094,72888-094-00,310812,a5525a2a-d2c7-411b-9ffc-0cc4fe77f7c7
7365,72888009500,72888-095,72888-095-00,310818,a5525a2a-d2c7-411b-9ffc-0cc4fe77f7c7
7369,00404071613,0404-0716,0404-0716-13,198440,a56a5ca1-578c-40cd-90cc-cc4c2dfec847
7371,51862000701,51862-007,51862-007-01,1359020,a56c0da1-1a72-4765-9dc4-09127a1e3505
7374,51862001201,51862-012,51862-012-01,1358775,a56c0da1-1a72-4765-9dc4-09127a1e3505
7376,51862027901,51862-279,51862-279-01,1359032,a56c0da1-1a72-4765-9dc4-09127a1e3505
7379,51862029201,51862-292,51862-292-01,1359027,a56c0da1-1a72-4765-9dc4-09127a1e3505
7381,70748017227,70748-172,70748-172-27,857216,a56c857e-bc39-484c-908d-f5957857efbb
7382,70748017326,70748-173,70748-173-26,857224,a56c857e-bc39-484c-908d-f5957857efbb
7383,00054363063,0054-3630,0054-3630-63,311913,a5757b1a-62c9-4421-9794-6fb121ce9b7e
7384,77465000101,77465-001,77465-001-01,1307051,a57d2008-f8f1-9de0-e053-2a95a90a4828
7386,77578000101,77578-001,77578-001-01,1305100,a5a30082-2afd-0e1d-e053-2995a90ac338
7389,66993047860,66993-478,66993-478-60,205328,a5b963ec-b139-4e28-b447-b72c9e710c1f
7390,69584042510,69584-425,69584-425-10,835593,a5f60cf1-6f14-40a3-a794-9d69b28088d8
7392,69584042610,69584-426,69584-426-10,835564,a5f60cf1-6f14-40a3-a794-9d69b28088d8
7394,69584042710,69584-427,69584-427-10,835568,a5f60cf1-6f14-40a3-a794-9d69b28088d8
7396,75109000501,75109-005,75109-005-01,1307051,a60965ee-e435-485d-e053-2a95a90afa5b
7428,73788000301,73788-003,73788-003-01,1305100,a60a2c74-9c86-e316-e053-2a95a90af0ba
7434,73788010201,73788-102,73788-102-01,1305100,a60b8000-700f-0921-e053-2995a90a2398
7442,41250053405,41250-534,41250-534-05,1046378,a616acdc-08a5-ecdd-e053-2995a90ace63
7443,67296022201,67296-0222,67296-0222-1,995278,a61de07b-06c9-8edf-e053-2995a90af1c8
7445,78028000101,78028-001,78028-001-01,1812737,a61df630-e883-6b07-e053-2995a90ab912
7446,78028000201,78028-002,78028-002-01,1307051,a61e3a25-79ca-65da-e053-2a95a90a24f5
7447,49348074027,49348-740,49348-740-27,198857,a61f486b-0563-4cdf-9a56-e118e769e859
7448,47781068330,47781-683,47781-683-30,636664,a62a9946-755f-47d0-afe6-edc8f7d641fe
7449,47781069030,47781-690,47781-690-30,608328,a62a9946-755f-47d0-afe6-edc8f7d641fe
7450,00363005626,0363-0056,0363-0056-26,318146,a62c69e4-e258-4c17-9cc3-e91848c80991
7451,51706090001,51706-900,51706-900-01,1305100,a6454faa-5912-6ae5-e053-2a95a90a7b01
7452,51706090101,51706-901,51706-901-01,1305100,a645ea31-b754-24f8-e053-2a95a90a89b0
7455,51706090201,51706-902,51706-902-01,581660,a6465c55-40f8-7307-e053-2995a90ae8fc
7459,51706090301,51706-903,51706-903-01,581660,a6469b6c-a141-4bd3-e053-2995a90a8a20
7460,71205064125,71205-641,71205-641-25,630208,a6545fbe-b0a6-41ae-8bb6-91af38410f56
7461,58602081410,58602-814,58602-814-10,901814,a656f8b0-8cb4-4802-b8d3-7b95c0265d56
7467,25021014220,25021-142,25021-142-20,1659592,a67ae347-487d-4751-a841-b321e81db26f
7470,25021014330,25021-143,25021-143-30,1659598,a67ae347-487d-4751-a841-b321e81db26f
7473,60505617700,60505-6177,60505-6177-0,253113,a67d61d4-f985-e653-5343-b49d17784b3c
7475,75109050101,75109-501,75109-501-01,1038558,a6aa03e4-3697-3a6c-e053-2995a90a0e67
7476,75109050201,75109-502,75109-502-01,1307051,a6aa7b70-5384-7d99-e053-2a95a90aa995
7477,72257025000,72257-250,72257-250-00,581658,a6bcdb52-cc75-f4b2-e053-2a95a90a5890
7478,73760000301,73760-003,73760-003-01,1489307,a6beb8c6-b9b7-87dc-e053-2a95a90a72ee
7487,73788000401,73788-004,73788-004-01,1305100,a6bee9e8-3135-85e5-e053-2a95a90a8f55
7493,63824028664,63824-286,63824-286-64,1020138,a6c2fe13-543d-4bcb-b67b-540be01d7824
7495,00904725761,0904-7257,0904-7257-61,197444,a6c68d7d-d535-4dcd-a0e2-499ac8884dc6
7496,51706090401,51706-904,51706-904-01,581660,a6db5696-d2eb-71b2-e053-2995a90afbf0
7497,58602088115,58602-881,58602-881-15,311373,a6e04fe7-23d3-47d7-9f18-5c4298fbc28b
7498,70860065310,70860-653,70860-653-10,238175,a6ef903e-f049-49a9-a416-e81c715570de
7500,49884030101,49884-301,49884-301-01,198056,a6f42739-5bfc-4b76-8795-e93fa58f3d29
7501,49884030202,49884-302,49884-302-02,351276,a6f42739-5bfc-4b76-8795-e93fa58f3d29
7502,68071526306,68071-5263,68071-5263-6,308048,a7088b5e-298b-3cc5-e053-2a95a90a5b21
7503,41250056051,41250-560,41250-560-51,346298,a71a7b2d-cefb-47f5-e053-2a95a90a7f7a
7505,59088075900,59088-759,59088-759-00,197877,a7216bf7-78d4-f33d-e053-2a95a90afb96
7506,43498015015,43498-150,43498-150-15,245593,a7259222-4ee1-42b2-8beb-3f29a5eb2909
7507,64942174501,64942-1745,64942-1745-1,2289402,a7333b15-b291-c4d3-e053-2a95a90a722c
7511,64942174601,64942-1746,64942-1746-1,2289402,a735d885-bacd-0f5c-e053-2a95a90ad14a
7514,64942174701,64942-1747,64942-1747-1,2289402,a736838b-b559-f066-e053-2995a90a90f5
7516,11527073044,11527-730,11527-730-44,392038,a73f72b9-dbcd-4eed-9c20-46a9e8daf859
7517,11527075043,11527-750,11527-750-43,392038,a73f72b9-dbcd-4eed-9c20-46a9e8daf859
7518,59088076000,59088-760,59088-760-00,1792631,a75b3924-ad01-2a1f-e053-2995a90a27b8
7520,49035083705,49035-837,49035-837-05,309367,a7677ad4-5239-40da-809a-501b91caedbf
7521,62011037901,62011-0379,62011-0379-1,311237,a76e5666-26af-29cb-9d1d-50e0c2664ddc
7522,86815000201,86815-002,86815-002-01,581662,a78faa3a-466e-81b6-e053-2995a90a3233
7527,11822789102,11822-7891,11822-7891-2,310965,a7aa790a-6d6c-7929-e053-2995a90a1cf8
7530,11822789302,11822-7893,11822-7893-2,310965,a7abf95e-d444-42da-e053-2995a90a88d3
7532,11822892505,11822-8925,11822-8925-5,310965,a7ac8b55-2758-400e-e053-2995a90a0eed
7534,78028000301,78028-003,78028-003-01,1307051,a7b2449e-270a-06d3-e053-2a95a90a9b6d
7546,59088076300,59088-763,59088-763-00,197877,a7d43073-e0db-4d37-e053-2a95a90a1486
7547,63187083710,63187-837,63187-837-10,251872,a7dc4321-331d-49af-976c-cfd69d0055d9
7551,00404016413,0404-0164,0404-0164-13,212033,a7e74128-fef8-4a11-e053-2a95a90a0697
7552,69004000130,69004-001,69004-001-30,238910,a80cfd29-8314-4639-a811-afd5fdb630b0
7553,36800045562,36800-455,36800-455-62,1148399,a82f8818-1c22-46d0-b05f-698d2395ac48
7557,55910066571,55910-665,55910-665-71,310273,a8383769-ce8b-43eb-b1a6-5d73e7fcf30d
7559,68788744801,68788-7448,68788-7448-1,1874559,a84236bd-4c66-47a7-82bd-83cb857181d3
7563,00409409201,0409-4092,0409-4092-01,204536,a84d61a4-8e7f-4be1-aba6-f633b334aafc
7566,68400012215,68400-122,68400-122-15,656838,a857af18-8eb8-47dc-bb26-73a321ed643c
7567,74530002401,74530-024,74530-024-01,2286291,a8642d5a-4c5c-49f4-83eb-fcac133cb1a1
7570,69292026501,69292-265,69292-265-01,1000913,a86a7b63-5f6a-4c10-9270-24c7b7d50437
7571,70868090190,70868-901,70868-901-90,197944,a88a6c84-b55a-4b6b-ac01-554079f6e304
7572,27241024949,27241-249,27241-249-49,310274,a88e7069-230c-4105-ade0-a98968e18671
7573,75109050301,75109-503,75109-503-01,1307051,a88e7d0b-24f9-127d-e053-2a95a90a119f
7599,00591219101,0591-2191,0591-2191-01,577348,a89dae05-6c39-4072-b8ee-c4c35b46f7d4
7601,75109050401,75109-504,75109-504-01,1812737,a8a1846f-1f3e-cdcb-e053-2a95a90ae647
7613,41250029401,41250-294,41250-294-01,645146,a8a2b3c1-ecda-4fc9-b3fd-bb94cfee6e80
7615,72288087001,72288-870,72288-870-01,855633,a8aa9016-bf2d-4727-9184-512b2570000b
7618,59316020610,59316-206,59316-206-10,1111683,a8d59d45-0e85-43d1-affd-bbe922c4acb1
7619,68071220005,68071-2200,68071-2200-5,103457,a8db18f4-ef80-f628-e053-2a95a90a8f87
7621,73760000401,73760-004,73760-004-01,1038558,a8f39dde-bb3f-e519-e053-2a95a90a6568
7622,00781349806,0781-3498,0781-3498-06,1992545,a9008658-c2dd-49f4-b1c4-26e232c81957
7625,00713072715,0713-0727,0713-0727-15,151029,a912221d-aa22-428e-ab4d-f2ddaa78f458
7627,73760000501,73760-005,73760-005-01,1038558,a919fb71-1e02-b485-e053-2995a90acba8
7628,51706090901,51706-909,51706-909-01,1305100,a92f2daa-77c8-e9a8-e053-2995a90a6dce
7629,70710101801,70710-1018,70710-1018-1,198038,a93d1a7c-0098-4400-92aa-ca046bf7f03f
7630,70710101901,70710-1019,70710-1019-1,198039,a93d1a7c-0098-4400-92aa-ca046bf7f03f
7632,70710102001,70710-1020,70710-1020-1,198040,a93d1a7c-0098-4400-92aa-ca046bf7f03f
7633,45802004611,45802-046,45802-046-11,310465,a9486ae1-350b-41c5-ae0c-a4d692bb2dfd
7635,50227100203,50227-1002,50227-1002-3,238910,a948c5a7-d431-4f46-bb59-8974924e6320
7636,53002041301,53002-0413,53002-0413-1,283417,a94c345f-9701-4434-a445-1b12f711e149
7640,71730029401,71730-294,71730-294-01,645146,a958a396-74c7-41ea-877b-1d63a5f938d6
7641,53329092309,53329-923,53329-923-09,1045621,a95cc407-07f9-418e-bd38-b6d567c0cd30
7643,53329092409,53329-924,53329-924-09,1307860,a95cc407-07f9-418e-bd38-b6d567c0cd30
7644,53329084290,53329-842,53329-842-90,2361646,a964cacc-2f35-4866-e053-2a95a90a267f
7645,41250088728,41250-887,41250-887-28,203105,a9691590-629d-7e56-e053-2a95a90ad5a1
7646,71335001901,71335-0019,71335-0019-1,993503,a97c7e4c-73e1-4017-bab2-bf3482adccbb
7652,71335061201,71335-0612,71335-0612-1,993518,a97c7e4c-73e1-4017-bab2-bf3482adccbb
7653,46122065434,46122-654,46122-654-34,1011849,a98a9a80-227c-45bf-8004-44575006db2f
7654,63323037110,63323-371,63323-371-10,403920,a990141d-7b92-48a5-a41d-1254522e2aa1
7655,00713072915,0713-0729,0713-0729-15,895987,a9a168b2-42de-48aa-9970-23b0a63ad3f8
7658,51079005101,51079-051,51079-051-01,314200,a9b0d279-118b-4372-bd51-d4bad9c1cfca
7660,68071220706,68071-2207,68071-2207-6,606726,a9cae008-0e67-21e2-e053-2a95a90a3ed1
7661,00904721661,0904-7216,0904-7216-61,628953,a9d68a40-75e3-4c5c-b5d7-1d6160527fa7
7662,75109051201,75109-512,75109-512-01,1307051,a9d83763-dd65-5d30-e053-2995a90a1350
7663,00404003930,0404-0039,0404-0039-30,1053444,a9dc2245-c029-4453-bfc5-8fb899873c34
7664,51079081001,51079-810,51079-810-01,310490,a9f7dcc6-a64c-4ef7-a5d8-00831ecb00e5
7667,51079081101,51079-811,51079-811-01,310488,a9f7dcc6-a64c-4ef7-a5d8-00831ecb00e5
7671,43498031930,43498-319,43498-319-30,238910,aa09dcc0-e641-4c6d-8a84-ba890c0fce4c
7672,49035094243,49035-942,49035-942-43,313029,aa13fa0d-dc10-44bf-be9a-03609703b6ed
7674,00299382202,0299-3822,0299-3822-02,901401,aa15c93a-ff4c-447a-8a21-96da506d8997
7680,77578000301,77578-003,77578-003-01,1039339,aa1b7ea7-c755-ebce-e053-2995a90ad016
7682,59088042903,59088-429,59088-429-03,1947197,aa1c9d39-1283-8c6b-e053-2a95a90af5b5
7685,43498031630,43498-316,43498-316-30,238910,aa233c68-c6ac-44a5-b50e-3f5cd843bd25
7686,71205066115,71205-661,71205-661-15,310430,aa3ab216-372a-4a72-bfd1-88a1ffa31ba3
7690,42291083310,42291-833,42291-833-10,856377,aa3d32ae-3b44-e77b-6c9c-b07b6ac1ff64
7692,42291083410,42291-834,42291-834-10,856373,aa3d32ae-3b44-e77b-6c9c-b07b6ac1ff64
7694,42291083601,42291-836,42291-836-01,856369,aa3d32ae-3b44-e77b-6c9c-b07b6ac1ff64
7695,63187046115,63187-461,63187-461-15,198013,aa4d159c-9cbe-4d29-9532-33a312f1ae05
7700,71610061830,71610-618,71610-618-30,483440,aa55a53c-96f6-4e0a-8b1d-e9d36e6ef2ec
7704,71610061953,71610-619,71610-619-53,483448,aa55a53c-96f6-4e0a-8b1d-e9d36e6ef2ec
7705,65923012101,65923-121,65923-121-01,1043743,aa5873bd-af64-41cc-8f16-7714c56bca96
7706,41163051814,41163-518,41163-518-14,103951,aa69cb17-c7e4-c8af-e053-2a95a90aebae
7707,41163096314,41163-963,41163-963-14,309367,aa6af065-8dff-576a-e053-2a95a90a1d13
7708,70381012101,70381-121,70381-121-01,251577,aa7416db-4b9e-42a5-8a17-3704231333d3
7709,51706091101,51706-911,51706-911-01,581660,aa84144a-1758-3c7b-e053-2995a90a968f
7710,73788010401,73788-104,73788-104-01,1305100,aa864d81-c526-bfe8-e053-2995a90ae438
7720,73788010501,73788-105,73788-105-01,1305100,aa86a533-3416-635e-e053-2a95a90af0ef
7730,67877011601,67877-116,67877-116-01,864706,aa8e14c1-fbfd-4e4d-b59e-2d4ae1ca815f
7731,41250025957,41250-259,41250-259-57,106258,aa947a5a-ffc7-418e-e053-2a95a90ae51b
7732,71347010130,71347-101,71347-101-30,238910,aaa1390b-d060-43a4-87ee-1497fa82e21b
7733,71347010530,71347-105,71347-105-30,238910,aaa7d4e2-9154-4c34-a1ec-d89231eda447
7734,68084074811,68084-748,68084-748-11,197745,aaa95a2a-4118-4beb-953e-c4d888c91b5f
7738,86815000501,86815-005,86815-005-01,2384450,aaabd34d-17a0-0903-e053-2995a90a6205
7741,49035099321,49035-993,49035-993-21,581660,aacf47bf-6ea1-4447-b561-3825cec2c066
7742,66267040020,66267-400,66267-400-20,197853,aae6c08a-8610-b833-e053-2a95a90a3e6b
7743,56062065772,56062-657,56062-657-72,252294,aafa7da9-53d7-478a-805e-e68cdf54ed2b
7744,73788010601,73788-106,73788-106-01,1046593,aafcb777-f74b-0ec1-e053-2995a90aca18
7746,00143929701,0143-9297,0143-9297-01,856696,ab0efc75-0598-4f4e-91ad-6195bb2661fe
7747,72288042865,72288-428,72288-428-65,198852,ab1681df-aded-4b0c-9124-87196606183b
7748,79203000101,79203-001,79203-001-01,1812737,ab62043e-7d0c-171c-e053-2995a90a9497
7750,00264194420,0264-1944,0264-1944-20,204520,ab67b151-8368-4321-b562-bad5eff7b740
7751,63187080616,63187-806,63187-806-16,1797907,ab8c172b-c369-4372-95f9-dd1a28b3982b
7752,00713016501,0713-0165,0713-0165-01,209363,ab9a9048-75b7-904c-6683-06d7de69ec52
7755,76420012615,76420-126,76420-126-15,403957,aba646fe-70c2-1abb-e053-2995a90aa16d
7758,63187096909,63187-969,63187-969-09,315223,abbd2168-1523-4eb6-a75c-dc4d7d1b1c9b
7759,79481822301,79481-8223,79481-8223-1,106258,abc5d3be-5c30-8e63-e053-2995a90a5942
7760,62332017715,62332-177,62332-177-15,757707,abcb2cda-9b3f-45f6-ad5f-c2370b0dd114
7762,62332017815,62332-178,62332-178-15,403957,abcb2cda-9b3f-45f6-ad5f-c2370b0dd114
7764,62332017930,62332-179,62332-179-30,484814,abcb2cda-9b3f-45f6-ad5f-c2370b0dd114
7765,62332018030,62332-180,62332-180-30,402019,abcb2cda-9b3f-45f6-ad5f-c2370b0dd114
7766,63187093530,63187-935,63187-935-30,979492,abe9b43f-a80b-414d-9875-3bd0f7e14ea5
7767,00363993018,0363-9930,0363-9930-18,1305603,abecb791-b635-482f-bb99-3ee4b7093e78
7769,37205083340,37205-833,37205-833-40,253017,abf3b529-d851-4ee5-ab58-1f1d2c3f5159
7770,50436047301,50436-0473,50436-0473-1,1543069,abf864dd-e75f-4a02-8caf-3ad816cd540b
7772,00591268201,0591-2682,0591-2682-01,199376,ac173781-486b-461c-97ae-8b5c69e20792
7773,00591272901,0591-2729,0591-2729-01,199381,ac173781-486b-461c-97ae-8b5c69e20792
7774,00591274201,0591-2742,0591-2742-01,898490,ac173781-486b-461c-97ae-8b5c69e20792
7775,57344019401,57344-194,57344-194-01,1014678,ac22558b-5c82-4ab9-95b8-53eedea46282
7777,67091041928,67091-419,67091-419-28,106258,ac4e0e24-9295-b83b-e053-2995a90a996f
7778,79481822402,79481-8224,79481-8224-2,106258,ac5171f3-e851-ee87-e053-2995a90af4f9
7779,50111078910,50111-789,50111-789-10,204844,ac549022-4d7f-4c9f-9244-1a2df9a27276
7780,51293069101,51293-691,51293-691-01,312357,ac57a37d-79ae-49b4-a5e5-b6f03481a225
7782,51293069201,51293-692,51293-692-01,312362,ac57a37d-79ae-49b4-a5e5-b6f03481a225
7784,51293069301,51293-693,51293-693-01,198089,ac57a37d-79ae-49b4-a5e5-b6f03481a225
7786,51293069401,51293-694,51293-694-01,198083,ac57a37d-79ae-49b4-a5e5-b6f03481a225
7788,68084077725,68084-777,68084-777-25,1148399,ac5b24a4-39a8-4c8a-b293-5f59966fb444
7790,73028040101,73028-401,73028-401-01,2590741,ac9617e7-0487-4ec8-8714-edcf967e9e50
7792,73788010701,73788-107,73788-107-01,1305100,aca3e336-ce55-3ff1-e053-2a95a90a09d1
7800,66467223001,66467-2230,66467-2230-1,245593,acb56376-a6da-45e0-9896-a890137d6c2d
7801,47781010307,47781-103,47781-103-07,904932,acbc54fc-4248-416f-849c-2cd3bed0a843
7804,71610018015,71610-180,71610-180-15,617310,acca55df-591b-4122-ac67-a1ee193e9424
7808,75670000401,75670-004,75670-004-01,1038558,accc0a9b-7159-4b93-e053-2a95a90ab839
7809,49884003201,49884-032,49884-032-01,313447,accef599-6ead-4faa-8208-61e37eab908b
7810,61703034318,61703-343,61703-343-18,197989,accf9569-4b57-4e83-a7db-4e890a75d1ba
7813,63629563201,63629-5632,63629-5632-1,596843,acdb9712-1d1a-4b34-988e-6b4cbb8df9e2
7814,10337016215,10337-162,10337-162-15,861472,acecf5ab-dd5e-4046-ab47-b9ff415d4b2b
7816,10337016330,10337-163,10337-163-30,861503,acecf5ab-dd5e-4046-ab47-b9ff415d4b2b
7818,71335018801,71335-0188,71335-0188-1,1094104,ad080a47-1ebb-4b1f-a3c2-f1d3ab94dee5
7827,71335025801,71335-0258,71335-0258-1,1094107,ad080a47-1ebb-4b1f-a3c2-f1d3ab94dee5
7836,00591079601,0591-0796,0591-0796-01,198232,ad13d598-7b1b-48d3-a25b-08635b419f99
7839,11822385308,11822-3853,11822-3853-8,1297288,ad165e36-2704-3527-e053-2995a90a6d2a
7840,11822385409,11822-3854,11822-3854-9,1656815,ad165e36-2704-3527-e053-2995a90a6d2a
7841,11822855400,11822-8554,11822-8554-0,1657147,ad165e36-2704-3527-e053-2995a90a6d2a
7843,11822385509,11822-3855,11822-3855-9,1086997,ad24b7e4-5874-6c3d-e053-2a95a90a2124
7844,11822385608,11822-3856,11822-3856-8,1297288,ad24b7e4-5874-6c3d-e053-2a95a90a2124
7845,11822855700,11822-8557,11822-8557-0,2048714,ad24b7e4-5874-6c3d-e053-2a95a90a2124
7847,69039061401,69039-614,69039-614-01,247835,ad2ab189-9673-3322-e053-2995a90ac9e5
7848,69039061501,69039-615,69039-615-01,247835,ad2adee4-e7b8-0fbc-e053-2995a90a5d71
7849,49035082072,49035-820,49035-820-72,197505,ad3e8f6a-8e35-42c2-a98c-566a2868e923
7851,50804017168,50804-171,50804-171-68,308892,ad4d51f6-b55b-45db-b034-fb3da54fbe99
7852,11822800505,11822-8005,11822-8005-5,998740,ad5058f8-0878-909d-e053-2a95a90a4212
7853,51293063901,51293-639,51293-639-01,238006,ad741c46-8c9d-4880-bc8b-304132baa8dc
7855,51293064001,51293-640,51293-640-01,197670,ad741c46-8c9d-4880-bc8b-304132baa8dc
7857,59779070501,59779-705,59779-705-01,311237,ad8c61ba-a04f-4d24-829e-43dfe02f9270
7858,00472015515,0472-0155,0472-0155-15,1053697,ad9a2d07-f27d-4c38-a74c-b6fdde46fc12
7864,68071224506,68071-2245,68071-2245-6,198014,ada35c9d-a491-fd4d-e053-2995a90a5349
7865,68071224701,68071-2247,68071-2247-1,197311,ada4004a-c10a-6190-e053-2a95a90a5e67
7866,69745006030,69745-060,69745-060-30,238910,ada77c7b-ef78-43b5-be9c-8b08847a47f9
7867,51706094001,51706-940,51706-940-01,1038799,ada9d426-0e56-203e-e053-2a95a90a8dfc
7869,51706094101,51706-941,51706-941-01,902574,adaa8767-31c3-1e98-e053-2a95a90a7b93
7870,51706094201,51706-942,51706-942-01,902574,adab222c-d385-1501-e053-2a95a90a16e6
7871,68001043800,68001-438,68001-438-00,311372,adc506ed-7a7a-facc-e053-2a95a90ae147
7876,68071517509,68071-5175,68071-5175-9,979492,adc984d5-91d6-ef17-e053-2a95a90a7571
7877,70000012401,70000-0124,70000-0124-1,311237,add414c5-b6c5-4bb5-8d8a-ddc507a27131
7878,75127000200,75127-002,75127-002-00,1307051,ade56d10-ea42-47ca-e053-2995a90ad7ad
7879,73788010801,73788-108,73788-108-01,1046593,ade6e188-7bbf-daff-e053-2995a90a2b27
7881,36800048286,36800-482,36800-482-86,1094556,ade7dcb2-b4e2-4cef-b9a7-469867ead68a
7883,11822079801,11822-0798,11822-0798-1,311724,adfff764-e29f-4aa5-b8f2-185e88ec8ac5
7885,41190087143,41190-871,41190-871-43,91349,ae0de218-42c0-4629-b72b-9dffebc98c5d
7887,53041012722,53041-127,53041-127-22,308915,ae41e697-1561-4ce4-b844-e083560ad1d5
7888,21130080858,21130-808,21130-808-58,1550957,ae48d1aa-2528-4e66-ad78-f2f10df42325
7890,50804012722,50804-127,50804-127-22,308915,ae6270fc-0f8d-4bba-8f12-adba3f07f7c5
7891,63187081207,63187-812,63187-812-07,828348,ae6de8d8-33c2-40bd-9dd3-782c879a9d8f
7902,00904721304,0904-7213,0904-7213-04,835726,ae6e79c0-a307-4888-b647-1b7be4cb9127
7903,42291044095,42291-440,42291-440-95,197805,ae6f8fb6-2b48-9464-e053-2995a90a04c6
7904,42291044195,42291-441,42291-441-95,197806,ae6f8fb6-2b48-9464-e053-2995a90a04c6
7905,42291044290,42291-442,42291-442-90,197807,ae6f8fb6-2b48-9464-e053-2995a90a04c6
7907,67091027728,67091-277,67091-277-28,1292313,ae74e163-ba1a-4d1e-aaeb-9976bd202674
7908,68180042201,68180-422,68180-422-01,403818,ae77e219-8af9-4aa4-96d3-05c9726a1d3c
7909,63102010816,63102-108,63102-108-16,2592643,aea0335d-75e6-4a90-86a5-f197cf024a11
7910,00187355410,0187-3554,0187-3554-10,207125,aea0df00-a88c-4a16-abcf-750f3ff2004e
7911,00187355510,0187-3555,0187-3555-10,207127,aea0df00-a88c-4a16-abcf-750f3ff2004e
7912,24208096501,24208-965,24208-965-01,1190655,aeab333c-3cdb-45c0-9e22-949624d69fbc
7913,71335166401,71335-1664,71335-1664-1,197392,aeb56b0e-7126-4417-b726-e8a54f73de3f
7914,72393020325,72393-203,72393-203-25,2049723,aebaffb5-58dd-ebd5-e053-2a95a90a14ed
7915,42571035008,42571-350,42571-350-08,831246,aebec664-ed80-447c-9789-0cf47c8b7429
